state,postcode,country,state_ok,postcode_state_country,Latitude,Longitude,dist_to_rch,km_to_rch,albury_wodonga,barwon_geelong,bendigo_bendigo,cabrini_brighton,cabrini_malvern,casey_berwick,central_sale,dandenong_dandenong,eastern_boxhill,echuca_echuca,epworth_richmond,frankston_frankston,grampians_ballarat,grampians_horsham,latrobe_traralgonwest,maroondah_eastringwood,mildura_mildura,monash_clayton,shepparton_shepparton,south_warrnambool,sunshine_stalbans,northern_epping,royal_parkville,wangaratta_wangaratta,werribee_werribee,west_warragul,TravelDuration,TravelDuration_min,min_distance,closest_hospital
NSW,2038,Australia,New South Wales,2038 New South Wales Australia,-33.88082123,151.1713715,709.5,709.5,464.0,774.4,701.3,714.4,708.2,699.0,596.9,703.0,698.9,636.3,708.0,721.3,776.5,871.7,641.2,688.1,832.2,705.8,591.8,927.2,717.0,695.8,709.6,520.1,733.4,670.7,29766.0,496.1,520.1,albury_wodonga
NSW,2043,Australia,New South Wales,2043 New South Wales Australia,-33.90255737,151.1857605,709.0,709.0,463.8,773.9,701.3,713.8,707.7,698.3,595.7,702.3,698.4,636.5,707.5,720.6,776.2,872.0,640.2,687.5,833.3,705.2,591.8,926.9,716.5,695.3,709.1,519.9,732.9,669.8,29644.0,494.1,519.9,albury_wodonga
NSW,2066,Australia,New South Wales,2066 New South Wales Australia,-33.81636047,151.1619263,713.4,713.4,467.3,778.3,704.1,718.4,712.2,703.3,602.1,707.2,702.9,638.6,712.0,725.5,779.7,873.8,646.2,692.1,831.9,709.9,594.6,930.6,720.8,699.6,713.5,523.3,737.3,675.3,30040.0,500.7,523.3,albury_wodonga
NSW,2074,Australia,New South Wales,2074 New South Wales Australia,-33.65966415,151.1607971,724.7,724.7,477.4,789.6,712.7,729.9,723.7,715.3,616.1,719.0,714.4,646.2,723.3,737.5,789.6,881.0,659.7,703.7,833.6,721.5,603.4,940.7,731.9,710.7,724.8,533.2,748.4,688.2,30742.0,512.4,533.2,albury_wodonga
NSW,2075,Australia,New South Wales,2075 New South Wales Australia,-33.7208519,151.1708374,720.9,720.9,474.1,785.8,710.1,726.1,719.8,711.2,611.2,715.0,710.6,644.0,719.5,733.4,786.4,879.0,654.9,699.8,833.8,717.6,600.7,937.5,728.2,707.0,721.0,530.0,744.7,683.7,30886.0,514.8,530.0,albury_wodonga
NSW,2077,Australia,New South Wales,2077 New South Wales Australia,-33.67840195,151.1015472,719.2,719.2,471.7,784.1,707.0,724.4,718.2,710.0,611.3,713.6,708.9,640.4,717.8,732.1,783.9,875.2,654.6,698.3,827.9,716.1,597.6,935.1,726.4,705.2,719.3,527.5,742.9,683.0,30861.0,514.4,527.5,albury_wodonga
NSW,2088,Australia,New South Wales,2088 New South Wales Australia,-33.82906723,151.2446442,718.4,718.4,472.8,783.3,710.0,723.3,717.1,707.9,605.5,711.9,707.8,644.9,716.9,730.1,785.3,880.2,650.0,697.0,839.4,714.7,600.5,936.0,725.9,704.6,718.5,528.9,742.3,679.5,30493.0,508.2,528.9,albury_wodonga
NSW,2089,Australia,New South Wales,2089 New South Wales Australia,-33.83590698,151.2187347,716.1,716.1,470.4,780.9,707.6,721.0,714.8,705.6,603.5,709.6,705.5,642.4,714.6,727.9,782.9,877.7,647.8,694.7,836.9,712.4,598.1,933.6,723.5,702.3,716.2,526.5,739.9,677.3,30210.0,503.5,526.5,albury_wodonga
NSW,2111,Australia,New South Wales,2111 New South Wales Australia,-33.83037186,151.1281433,710.0,710.0,463.9,774.9,700.6,715.0,708.8,700.0,599.0,703.8,699.6,635.1,708.6,722.2,776.3,870.3,643.0,688.8,828.7,706.5,591.1,927.2,717.4,696.2,710.1,519.9,733.9,672.1,29991.0,499.9,519.9,albury_wodonga
NSW,2114,Australia,New South Wales,2114 New South Wales Australia,-33.807621,151.0830841,708.5,708.5,461.9,773.4,698.2,713.6,707.4,698.7,598.6,702.5,698.1,632.5,707.1,720.9,774.3,867.6,642.3,687.4,824.8,705.1,588.8,925.2,715.8,694.6,708.6,517.9,732.3,671.1,30026.0,500.4,517.9,albury_wodonga
NSW,2117,Australia,New South Wales,2117 New South Wales Australia,-33.79589081,151.0401306,706.3,706.3,459.4,771.2,695.4,711.5,705.3,696.8,597.3,700.5,696.0,629.5,705.0,719.0,771.8,864.5,640.9,685.3,820.9,703.1,586.0,922.8,713.6,692.4,706.4,515.3,730.1,669.4,29772.0,496.2,515.3,albury_wodonga
NSW,2118,Australia,New South Wales,2118 New South Wales Australia,-33.77573776,151.0453796,708.2,708.2,461.1,773.1,697.0,713.3,707.1,698.7,599.4,702.4,697.8,630.9,706.8,720.9,773.4,865.9,642.9,687.1,821.6,704.9,587.6,924.5,715.4,694.2,708.3,517.0,731.9,671.4,30003.0,500.1,517.0,albury_wodonga
NSW,2120,Australia,New South Wales,2120 New South Wales Australia,-33.7269249,151.0756073,713.8,713.8,466.6,778.7,702.1,719.0,712.8,704.5,605.5,708.1,703.6,635.8,712.5,726.6,778.8,870.7,648.9,692.9,825.0,710.7,592.8,930.0,721.0,699.8,713.9,522.4,737.6,677.3,30212.0,503.5,522.4,albury_wodonga
NSW,2121,Australia,New South Wales,2121 New South Wales Australia,-33.76920319,151.0807953,711.1,711.1,464.2,776.0,700.2,716.3,710.0,701.5,601.9,705.2,700.8,634.2,709.7,723.7,776.5,869.2,645.5,690.1,825.0,707.9,590.8,927.6,718.4,697.2,711.2,520.1,734.9,674.2,30207.0,503.5,520.1,albury_wodonga
NSW,2122,Australia,New South Wales,2122 New South Wales Australia,-33.78325272,151.0928497,710.9,710.9,464.2,775.9,700.4,716.1,709.8,701.2,601.3,705.0,700.6,634.5,709.5,723.4,776.6,869.5,645.0,689.8,825.9,707.6,590.9,927.6,718.2,697.0,711.1,520.1,734.7,673.7,30290.0,504.8,520.1,albury_wodonga
NSW,2131,Australia,New South Wales,2131 New South Wales Australia,-33.88869858,151.1262054,705.7,705.7,460.1,770.6,697.3,710.7,704.5,695.4,593.7,699.3,695.2,632.2,704.3,717.6,772.5,867.6,637.9,684.4,827.9,702.1,587.7,923.2,713.2,692.0,705.8,516.1,729.6,667.2,29771.0,496.2,516.1,albury_wodonga
NSW,2136,Australia,New South Wales,2136 New South Wales Australia,-33.89370346,151.0827789,702.3,702.3,456.4,767.2,693.5,707.3,701.1,692.1,590.8,696.0,691.8,628.3,700.9,714.3,768.9,863.7,634.9,681.0,823.9,698.7,584.0,919.7,709.7,688.5,702.4,512.5,726.1,664.0,29308.0,488.5,512.5,albury_wodonga
NSW,2143,Australia,New South Wales,2143 New South Wales Australia,-33.88828659,151.0263062,698.7,698.7,452.5,763.6,689.2,703.7,697.5,688.7,588.2,692.5,688.3,623.9,697.3,710.9,764.9,859.1,632.1,677.5,818.7,695.2,579.8,915.8,706.1,684.8,698.8,508.5,722.5,661.0,29321.0,488.7,508.5,albury_wodonga
NSW,2145,Australia,New South Wales,2145 New South Wales Australia,-33.814888,150.9520264,698.8,698.8,451.6,763.7,687.3,704.0,697.8,689.5,590.9,693.1,688.5,621.2,697.4,711.6,763.9,856.2,634.2,677.8,812.6,695.7,578.0,915.0,706.0,684.8,698.9,507.5,722.5,662.4,29267.0,487.8,507.5,albury_wodonga
NSW,2148,Australia,New South Wales,2148 New South Wales Australia,-33.78491211,150.8992157,697.3,697.3,449.6,762.2,684.8,702.6,696.4,688.4,590.9,691.9,687.1,618.4,696.0,710.5,761.8,853.2,633.8,676.5,808.1,694.3,575.5,913.0,704.5,683.3,697.4,505.4,721.0,661.7,29100.0,485.0,505.4,albury_wodonga
NSW,2151,Australia,New South Wales,2151 New South Wales Australia,-33.78372955,151.0146027,705.4,705.4,458.3,770.3,694.1,710.6,704.4,696.0,597.1,699.7,695.1,628.0,704.1,718.2,770.6,862.9,640.5,684.4,818.7,702.3,584.7,921.7,712.7,691.5,705.5,514.2,729.2,668.9,29932.0,498.9,514.2,albury_wodonga
NSW,2153,Australia,New South Wales,2153 New South Wales Australia,-33.75428009,150.9748535,704.8,704.8,457.3,769.7,692.6,710.1,703.9,695.7,597.6,699.3,694.6,626.1,703.5,717.9,769.5,861.0,640.8,684.0,815.4,701.8,583.2,920.7,712.0,690.8,704.9,513.1,728.5,668.9,29832.0,497.2,513.1,albury_wodonga
NSW,2164,Australia,New South Wales,2164 New South Wales Australia,-33.84519577,150.9173126,694.2,694.2,447.0,759.1,682.9,699.4,693.1,684.8,586.3,688.5,683.9,616.9,692.8,707.0,759.3,851.9,629.5,673.2,809.1,691.0,573.5,910.4,701.4,680.2,694.3,502.9,717.9,657.8,29209.0,486.8,502.9,albury_wodonga
NSW,2165,Australia,New South Wales,2165 New South Wales Australia,-33.8704567,150.9464111,694.4,694.4,447.6,759.3,683.8,699.5,693.3,684.8,585.6,688.5,684.0,618.1,693.0,707.0,759.9,853.2,629.0,673.3,811.6,691.1,574.4,910.9,701.6,680.4,694.5,503.5,718.1,657.5,29294.0,488.2,503.5,albury_wodonga
NSW,2176,Australia,New South Wales,2176 New South Wales Australia,-33.8709259,150.8840942,690.0,690.0,442.9,754.9,678.8,695.2,689.0,680.6,582.2,684.3,679.7,612.9,688.6,702.8,755.2,847.9,625.4,669.0,805.8,686.8,569.4,906.2,697.2,676.0,690.1,498.7,713.7,653.6,28745.0,479.1,498.7,albury_wodonga
NSW,2196,Australia,New South Wales,2196 New South Wales Australia,-33.93049622,151.06073,698.1,698.1,452.5,763.0,689.7,703.0,696.9,687.8,586.3,691.7,687.6,624.7,696.7,710.0,764.9,860.2,630.4,676.8,821.5,694.5,580.2,915.6,705.6,684.3,698.2,508.5,722.0,659.7,28934.0,482.2,508.5,albury_wodonga
NSW,2207,Australia,New South Wales,2207 New South Wales Australia,-33.94749069,151.1209259,701.2,701.2,456.0,766.1,693.7,706.0,699.9,690.5,588.1,694.6,690.6,629.0,699.7,712.8,768.5,864.5,632.5,679.7,826.9,697.4,584.1,919.1,708.7,687.5,701.3,512.2,725.1,662.1,29113.0,485.2,512.2,albury_wodonga
NSW,2219,Australia,New South Wales,2219 New South Wales Australia,-33.99449539,151.1356049,698.9,698.9,454.3,763.8,692.4,703.7,697.5,688.0,584.8,692.1,688.3,628.1,697.4,710.3,766.7,863.7,629.4,677.3,827.9,695.0,582.8,917.2,706.5,685.3,699.1,510.5,722.9,659.2,29659.0,494.3,510.5,albury_wodonga
NSW,2220,Australia,New South Wales,2220 New South Wales Australia,-33.96456909,151.099411,698.5,698.5,453.3,763.3,691.0,703.3,697.1,687.8,585.4,691.8,687.8,626.4,697.0,710.1,765.8,861.9,629.8,677.0,824.8,694.7,581.5,916.4,706.0,684.8,698.6,509.5,722.4,659.3,29151.0,485.9,509.5,albury_wodonga
NSW,2230,Australia,New South Wales,2230 New South Wales Australia,-34.05573273,151.1493378,695.7,695.7,451.8,760.5,690.3,700.3,694.2,684.4,580.2,688.6,684.9,626.5,694.1,706.7,764.1,862.2,625.1,673.9,828.7,691.6,580.7,914.4,703.3,682.1,695.8,508.0,719.6,655.2,30307.0,505.1,508.0,albury_wodonga
NSW,2259,Australia,New South Wales,2259 New South Wales Australia,-33.18650055,151.3793488,775.0,775.0,525.8,839.9,757.9,780.7,774.4,767.1,670.9,770.3,765.1,689.3,773.8,789.2,837.2,922.6,713.7,754.7,861.2,772.6,649.1,988.8,781.9,760.7,775.2,581.1,798.6,741.2,33333.0,555.6,581.1,albury_wodonga
NSW,2322,Australia,New South Wales,2322 New South Wales Australia,-32.82059479,151.6511383,821.5,821.5,571.5,886.3,801.8,827.3,821.0,814.1,718.8,817.2,811.7,732.1,820.3,836.1,882.2,964.3,761.5,801.4,894.0,819.3,693.4,1034.0,828.2,807.0,821.6,626.5,844.9,788.7,34628.0,577.1,626.5,albury_wodonga
NSW,2323,Australia,New South Wales,2323 New South Wales Australia,-32.88565445,151.5105896,807.0,807.0,556.9,871.9,786.9,812.9,806.6,799.9,705.5,802.9,797.3,717.1,805.9,821.9,867.5,949.3,747.9,787.0,879.6,805.0,678.5,1019.3,813.7,792.6,807.1,611.8,830.5,774.8,34648.0,577.5,611.8,albury_wodonga
NSW,2340,Australia,New South Wales,2340 New South Wales Australia,-31.2358036,150.9745636,914.1,914.1,663.0,977.4,869.2,922.1,915.6,915.0,842.9,915.6,906.7,792.7,913.8,935.8,958.8,1011.2,878.7,897.8,888.4,915.8,767.0,1109.8,918.7,898.3,914.2,713.1,935.9,898.4,44219.0,737.0,713.1,albury_wodonga
NSW,2518,Australia,New South Wales,2518 New South Wales Australia,-34.37255096,150.897934,655.8,655.8,413.9,720.6,653.8,660.2,654.1,643.7,538.2,648.1,644.8,591.7,654.2,666.0,725.8,827.7,583.3,633.7,804.2,651.3,544.2,875.7,663.7,642.5,655.9,470.2,679.9,613.9,28425.0,473.8,470.2,albury_wodonga
NSW,2533,Australia,New South Wales,2533 New South Wales Australia,-34.65950394,150.7876587,628.8,628.8,390.1,693.4,631.4,632.8,626.8,615.4,507.0,620.2,617.5,571.4,627.0,637.8,701.1,807.4,552.9,606.2,794.2,623.7,522.0,850.1,637.0,615.8,628.9,446.5,652.9,584.4,28118.0,468.6,446.5,albury_wodonga
NSW,2565,Australia,New South Wales,2565 New South Wales Australia,-33.99084473,150.8498688,678.9,678.9,432.6,743.8,669.5,684.0,677.8,669.1,569.5,672.8,668.5,604.3,677.5,691.3,745.0,839.6,613.0,657.7,801.6,675.5,560.0,895.9,686.2,665.0,679.0,488.6,702.7,641.6,28044.0,467.4,488.6,albury_wodonga
NSW,2570,Australia,New South Wales,2570 New South Wales Australia,-34.05209732,150.5892487,656.2,656.2,409.0,721.1,645.2,661.5,655.3,647.1,550.2,650.7,646.0,579.6,654.9,669.3,721.3,814.9,592.8,635.3,777.2,653.2,535.7,872.4,663.4,642.2,656.3,464.9,680.0,620.5,28277.0,471.3,464.9,albury_wodonga
ACT,2603,Australia,ACT,2603 ACT Australia,-35.32820511,149.1262817,462.8,462.8,221.6,527.7,463.1,467.6,461.4,452.4,358.9,456.2,452.1,405.2,461.3,474.6,532.7,640.7,399.1,441.2,650.1,459.0,353.9,682.2,470.5,449.3,462.9,277.8,486.8,425.7,23451.0,390.9,277.8,albury_wodonga
ACT,2612,Australia,ACT,2612 ACT Australia,-35.28372574,149.1476898,467.4,467.4,225.4,532.2,466.7,472.2,466.0,457.2,364.2,460.9,456.8,408.3,465.9,479.3,536.8,643.9,404.3,445.9,651.3,463.6,357.5,686.5,475.0,453.8,467.5,281.7,491.3,430.7,23115.0,385.3,281.7,albury_wodonga
ACT,2614,Australia,ACT,2614 ACT Australia,-35.2489357,149.0548096,463.2,463.2,219.5,528.1,460.4,468.2,462.0,453.8,363.4,457.3,452.7,401.2,461.7,475.9,531.4,637.0,402.7,442.0,642.4,459.8,351.0,681.4,470.6,449.4,463.3,275.9,487.0,428.2,22898.0,381.6,275.9,albury_wodonga
NSW,2620,Australia,New South Wales,2620 New South Wales Australia,-34.94501877,149.3562927,505.8,505.8,260.0,570.7,499.2,511.1,504.8,497.0,406.3,500.4,495.6,437.4,504.5,519.1,572.4,673.5,446.1,485.0,665.5,502.8,389.6,722.9,513.1,491.9,505.9,316.2,529.6,471.7,23510.0,391.8,316.2,albury_wodonga
NSW,2640,Australia,New South Wales,2640 New South Wales Australia,-35.83483887,147.0787964,288.7,288.7,37.5,352.7,270.3,296.3,289.8,289.8,252.9,289.9,280.8,212.3,288.2,310.2,345.4,447.3,270.7,272.0,485.2,289.9,160.8,497.0,294.0,273.3,288.8,89.5,311.2,279.3,13125.0,218.8,89.5,albury_wodonga
NSW,2641,Australia,New South Wales,2641 New South Wales Australia,-36.03026581,146.9247284,263.2,263.2,11.9,327.4,249.5,270.7,264.2,264.0,231.6,264.1,255.2,195.9,262.6,284.4,321.8,428.9,246.9,246.2,480.7,264.2,140.7,473.1,268.7,247.9,263.3,65.4,285.8,254.1,11871.0,197.9,65.4,albury_wodonga
NSW,2644,Australia,New South Wales,2644 New South Wales Australia,-35.75277328,147.4198761,316.0,316.0,64.3,380.5,302.2,323.0,316.5,314.3,263.7,315.4,307.5,244.2,315.3,335.4,376.0,479.3,287.1,298.0,511.2,316.0,192.7,527.3,322.0,301.0,316.2,119.6,339.0,299.9,13770.0,229.5,119.6,albury_wodonga
NSW,2656,Australia,New South Wales,2656 New South Wales Australia,-35.26184082,146.7541199,324.4,324.4,97.3,385.5,277.0,334.0,327.5,333.7,317.9,331.5,319.2,205.6,324.8,352.3,363.7,439.5,330.0,312.2,437.8,329.6,171.9,515.3,327.4,308.0,324.5,127.3,344.7,331.9,14838.0,247.3,127.3,albury_wodonga
NSW,2715,Australia,New South Wales,2715 New South Wales Australia,-33.96565628,143.3022156,450.8,450.8,404.9,475.2,322.1,464.4,460.5,489.1,572.3,478.3,458.2,275.1,454.6,493.4,401.6,321.1,552.1,461.5,109.3,469.3,328.0,496.7,443.5,438.1,450.9,380.9,453.6,523.8,19577.0,326.3,380.9,mildura_mildura
NSW,2737,Australia,New South Wales,2737 New South Wales Australia,-34.35545731,142.8778992,425.2,425.2,413.5,442.7,295.0,438.6,435.4,465.9,562.3,454.3,434.1,261.0,429.3,467.7,365.8,268.9,537.0,438.8,69.9,444.7,320.0,449.2,416.8,414.0,425.3,382.3,425.2,504.8,19811.0,330.2,382.3,mildura_mildura
NSW,2762,Australia,New South Wales,2762 New South Wales Australia,-33.69983292,150.8743744,701.9,701.9,453.5,766.8,687.7,707.4,701.1,693.5,597.4,696.8,691.9,620.7,700.6,715.6,765.4,855.1,639.9,681.3,806.8,699.2,578.5,916.8,708.9,687.7,702.0,509.1,725.5,667.4,29598.0,493.3,509.1,albury_wodonga
ACT,2913,Australia,ACT,2913 ACT Australia,-35.17643738,149.1081238,472.0,472.0,227.6,536.9,468.0,477.1,470.9,462.9,372.8,466.3,461.7,408.1,470.6,485.0,539.7,644.0,412.1,451.0,646.0,468.8,358.5,689.9,479.4,458.2,472.1,283.9,495.8,437.5,22367.0,372.8,283.9,albury_wodonga
ACT,2914,Australia,ACT,2914 ACT Australia,-35.16930771,149.1396942,474.7,474.7,230.5,539.6,470.9,479.8,473.6,465.5,374.9,468.9,464.4,411.0,473.3,487.6,542.6,646.9,414.3,453.6,648.7,471.5,361.5,692.7,482.1,460.9,474.9,286.8,498.6,439.9,22905.0,381.8,286.8,albury_wodonga
QLD,4011,Australia,Queensland,4011 Queensland Australia,-27.41884613,153.0618134,1380.0,1380.0,1130.7,1442.4,1325.4,1388.6,1382.1,1383.0,1312.8,1383.1,1373.3,1246.8,1380.0,1403.5,1418.1,1451.8,1348.8,1364.9,1284.4,1382.8,1227.8,1567.1,1384.0,1364.0,1380.1,1179.1,1401.2,1368.0,61269.0,1021.2,1179.1,albury_wodonga
QLD,4017,Australia,Queensland,4017 Queensland Australia,-27.31411362,153.0506287,1389.4,1389.4,1140.3,1451.7,1334.1,1398.1,1391.5,1392.6,1323.1,1392.7,1382.8,1255.5,1389.4,1413.1,1427.0,1459.8,1358.9,1374.5,1290.8,1392.3,1236.9,1575.9,1393.3,1373.3,1389.5,1188.5,1410.6,1377.9,61552.0,1025.9,1188.5,albury_wodonga
QLD,4018,Australia,Queensland,4018 Queensland Australia,-27.34060287,153.0388184,1386.3,1386.3,1137.1,1448.6,1331.0,1394.9,1388.4,1389.5,1319.9,1389.6,1379.6,1252.4,1386.3,1410.0,1423.9,1456.8,1355.7,1371.3,1288.1,1389.2,1233.8,1572.8,1390.2,1370.2,1386.4,1185.4,1407.4,1374.7,61723.0,1028.7,1185.4,albury_wodonga
QLD,4030,Australia,Queensland,4030 Queensland Australia,-27.42553902,153.0357361,1378.0,1378.0,1128.8,1440.4,1323.2,1386.6,1380.1,1381.1,1311.1,1381.2,1371.4,1244.7,1378.0,1401.6,1416.0,1449.5,1347.0,1363.0,1281.9,1380.9,1225.8,1565.0,1382.0,1362.0,1378.1,1177.1,1399.2,1366.2,61213.0,1020.2,1177.1,albury_wodonga
QLD,4032,Australia,Queensland,4032 Queensland Australia,-27.38432884,153.0230866,1381.3,1381.3,1132.1,1443.6,1326.2,1389.9,1383.4,1384.5,1314.8,1384.6,1374.7,1247.6,1381.3,1405.0,1419.1,1452.1,1350.6,1366.3,1283.8,1384.2,1228.9,1568.0,1385.2,1365.3,1381.4,1180.4,1402.5,1369.7,61508.0,1025.1,1180.4,albury_wodonga
QLD,4034,Australia,Queensland,4034 Queensland Australia,-27.35645676,153.0430908,1385.0,1385.0,1135.8,1447.3,1329.9,1393.6,1387.1,1388.2,1318.5,1388.2,1378.3,1251.3,1385.0,1408.6,1422.7,1455.8,1354.3,1370.0,1287.3,1387.9,1232.5,1571.7,1388.9,1368.9,1385.1,1184.1,1406.2,1373.3,61816.0,1030.3,1184.1,albury_wodonga
QLD,4060,Australia,Queensland,4060 Queensland Australia,-27.44312096,152.9839478,1373.7,1373.7,1124.5,1436.1,1318.6,1382.4,1375.8,1376.9,1307.3,1377.0,1367.1,1240.0,1373.7,1397.4,1411.5,1444.7,1343.1,1358.7,1276.7,1376.6,1221.3,1560.4,1377.6,1357.7,1373.8,1172.8,1394.9,1362.1,61335.0,1022.3,1172.8,albury_wodonga
QLD,4066,Australia,Queensland,4066 Queensland Australia,-27.47607422,152.9588776,1369.3,1369.3,1120.1,1431.6,1314.2,1377.9,1371.4,1372.5,1303.0,1372.6,1362.7,1235.6,1369.3,1393.0,1407.1,1440.3,1338.7,1354.3,1272.5,1372.2,1216.9,1556.0,1373.2,1353.3,1369.4,1168.4,1390.5,1357.7,61578.0,1026.3,1168.4,albury_wodonga
QLD,4069,Australia,Queensland,4069 Queensland Australia,-27.49474716,152.8891144,1364.0,1364.0,1115.0,1426.3,1308.5,1372.7,1366.1,1367.3,1298.3,1367.4,1357.4,1229.9,1364.0,1387.8,1401.4,1434.2,1333.9,1349.1,1265.8,1366.9,1211.3,1550.3,1367.8,1347.9,1364.1,1163.1,1385.1,1352.7,61917.0,1032.0,1163.1,albury_wodonga
QLD,4075,Australia,Queensland,4075 Queensland Australia,-27.54781342,152.9789734,1363.5,1363.5,1114.2,1425.9,1309.0,1372.1,1365.6,1366.5,1296.4,1366.6,1356.8,1230.4,1363.5,1387.0,1401.7,1435.7,1332.3,1348.4,1269.1,1366.3,1211.4,1550.8,1367.5,1347.5,1363.6,1162.6,1384.7,1351.5,61206.0,1020.1,1162.6,albury_wodonga
QLD,4077,Australia,Queensland,4077 Queensland Australia,-27.59534645,152.9720154,1358.6,1358.6,1109.2,1421.1,1304.3,1367.2,1360.7,1361.6,1291.3,1361.7,1351.9,1225.8,1358.6,1382.1,1397.0,1431.3,1327.3,1343.5,1265.3,1361.4,1206.6,1546.1,1362.6,1342.6,1358.8,1157.7,1379.9,1346.5,60884.0,1014.7,1157.7,albury_wodonga
QLD,4101,Australia,Queensland,4101 Queensland Australia,-27.48256874,153.0138092,1371.5,1371.5,1122.2,1433.9,1316.8,1380.1,1373.5,1374.5,1304.4,1374.6,1364.8,1238.3,1371.5,1395.0,1409.6,1443.4,1340.4,1356.4,1276.3,1374.3,1219.3,1558.6,1375.4,1355.5,1371.6,1170.5,1392.7,1359.5,60992.0,1016.5,1170.5,albury_wodonga
QLD,4112,Australia,Queensland,4112 Queensland Australia,-27.60684586,153.0936585,1363.8,1363.8,1114.1,1426.4,1310.5,1372.3,1365.8,1366.4,1295.0,1366.7,1357.0,1232.1,1363.8,1387.0,1402.9,1438.5,1331.3,1348.5,1274.0,1366.4,1212.3,1552.2,1367.9,1347.8,1363.9,1162.8,1385.2,1350.9,60366.0,1006.1,1162.8,albury_wodonga
QLD,4123,Australia,Queensland,4123 Queensland Australia,-27.57873154,153.1254883,1368.1,1368.1,1118.4,1430.7,1314.8,1376.6,1370.1,1370.7,1299.1,1371.0,1361.3,1236.5,1368.1,1391.3,1407.2,1442.9,1335.5,1352.8,1278.4,1370.7,1216.7,1556.6,1372.2,1352.2,1368.3,1167.1,1389.5,1355.1,60287.0,1004.8,1167.1,albury_wodonga
QLD,4169,Australia,Queensland,4169 Queensland Australia,-27.48077583,153.0425568,1373.1,1373.1,1123.7,1435.6,1318.7,1381.7,1375.2,1376.1,1305.8,1376.2,1366.4,1240.2,1373.1,1396.6,1411.4,1445.4,1341.8,1358.0,1278.6,1375.9,1221.0,1560.5,1377.1,1357.1,1373.2,1172.2,1394.4,1361.0,61023.0,1017.1,1172.2,albury_wodonga
QLD,4212,Australia,Queensland,4212 Queensland Australia,-27.88749504,153.3465424,1350.9,1350.9,1100.2,1413.9,1301.0,1359.1,1352.5,1352.2,1277.1,1352.9,1343.7,1223.1,1350.7,1373.1,1392.5,1432.8,1314.6,1335.0,1275.1,1352.9,1201.4,1542.6,1355.3,1335.0,1351.0,1149.9,1372.5,1335.4,58891.0,981.5,1149.9,albury_wodonga
QLD,4214,Australia,Queensland,4214 Queensland Australia,-27.96172142,153.365387,1345.0,1345.0,1094.2,1408.1,1295.7,1353.2,1346.6,1346.2,1270.5,1346.8,1337.8,1217.9,1344.8,1367.0,1387.1,1428.1,1308.1,1329.0,1271.8,1346.9,1195.9,1537.2,1349.5,1329.2,1345.1,1144.0,1366.7,1329.1,58872.0,981.2,1144.0,albury_wodonga
QLD,4216,Australia,Queensland,4216 Queensland Australia,-27.8765564,153.4028473,1354.9,1354.9,1104.2,1418.0,1305.4,1363.1,1356.6,1356.2,1280.6,1356.8,1347.7,1227.5,1354.7,1377.0,1396.8,1437.5,1318.2,1339.0,1280.3,1356.9,1205.7,1546.9,1359.4,1339.1,1355.1,1153.9,1376.6,1339.1,59554.0,992.6,1153.9,albury_wodonga
QLD,4217,Australia,Queensland,4217 Queensland Australia,-27.99921989,153.4276428,1344.9,1344.9,1094.0,1408.1,1296.3,1353.0,1346.5,1345.8,1269.4,1346.6,1337.6,1218.6,1344.7,1366.7,1387.5,1429.4,1307.2,1328.8,1274.3,1346.7,1196.2,1537.8,1349.4,1329.1,1345.0,1143.9,1366.7,1328.5,58706.0,978.4,1143.9,albury_wodonga
QLD,4221,Australia,Queensland,4221 Queensland Australia,-28.12756538,153.4549713,1334.6,1334.6,1083.4,1397.9,1286.9,1342.6,1336.1,1335.2,1257.8,1336.0,1327.2,1209.4,1334.3,1356.1,1377.9,1421.2,1295.9,1318.3,1268.3,1336.2,1186.4,1528.3,1339.2,1318.8,1334.7,1133.6,1356.4,1317.4,57645.0,960.8,1133.6,albury_wodonga
QLD,4223,Australia,Queensland,4223 Queensland Australia,-28.19355392,153.4125214,1326.2,1326.2,1075.0,1389.5,1278.6,1334.2,1327.7,1326.7,1249.4,1327.6,1318.7,1201.1,1325.9,1347.7,1369.5,1413.1,1287.5,1309.9,1260.7,1327.8,1178.1,1520.0,1330.8,1310.4,1326.3,1125.2,1348.0,1309.0,57933.0,965.6,1125.2,albury_wodonga
QLD,4228,Australia,Queensland,4228 Queensland Australia,-28.18018532,153.3722687,1325.2,1325.2,1074.1,1388.5,1277.3,1333.2,1326.7,1325.9,1248.9,1326.7,1317.8,1199.7,1324.9,1346.8,1368.3,1411.3,1286.9,1308.9,1258.3,1326.9,1176.9,1518.7,1329.8,1309.4,1325.3,1124.2,1347.0,1308.3,58290.0,971.5,1124.2,albury_wodonga
QLD,4300,Australia,Queensland,4300 Queensland Australia,-27.66238594,152.8990479,1348.5,1348.5,1099.2,1410.9,1294.0,1357.1,1350.6,1351.5,1281.6,1351.7,1341.8,1215.5,1348.5,1372.0,1386.7,1421.0,1317.5,1333.5,1255.0,1351.3,1196.4,1535.8,1352.5,1332.5,1348.6,1147.6,1369.8,1336.6,61078.0,1018.0,1147.6,albury_wodonga
